,hmid,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,age,country,gender,marital,parenthood
97709,125920,10399,24h,"The Summer Games Done Quick Event is two weeks away and looking at the list of games being run this year, I look forward to dedicating that entire week of the event duration to supporting its cause of Doctors without Borders by watching the stream as I have done in the past.","The Summer Games Done Quick Event is two weeks away and looking at the list of games being run this year, I look forward to dedicating that entire week of the event duration to supporting its cause of Doctors without Borders by watching the stream as I have done in the past.",True,1,leisure,leisure,24.0,USA,m,single,n
17773,45548,5082,24h,My husband gave me a kiss when he left for work,My husband gave me a kiss when he left for work,True,1,,affection,45.0,USA,f,married,y
99339,127560,4466,24h,The 8th grade farewell breakfast at my son's school.  I never thought we would get there.  Long struggling road.,The 8th grade farewell breakfast at my son's school.  I never thought we would get there.  Long struggling road.,True,3,,affection,46.0,USA,f,single,y
96645,124850,4530,24h,My one and a half month old daughter smiled at me several times in a row while I was talking to her.,My one and a half month old daughter smiled at me several times in a row while I was talking to her.,True,1,,affection,26.0,USA,f,married,y
86321,114465,385,24h,I had some of my favorite rose.,I had some of my favorite rose.,True,1,nature,enjoy_the_moment,25.0,USA,f,single,n
87483,115639,9199,24h,An event that recently made me happy was winning a competitive match in counterstrike.,An event that recently made me happy was winning a competitive match in counterstrike.,True,1,,achievement,24.0,USA,m,single,n
14374,42136,5188,24h,A customer told me about his vacation.,A customer told me about his vacation.,True,1,,enjoy_the_moment,28.0,USA,f,single,y
93523,121717,1931,24h,I was able to jog 3 miles without stopping. ,I was able to jog 3 miles without stopping. ,True,1,,achievement,20.0,USA,f,single,n
96065,124269,1345,24h,Got together with friends for dinner ,Got together with friends for dinner ,True,1,,bonding,28.0,USA,m,married,n
28043,55870,12238,24h,I was happy leaving work on a Friday afternoon and found sunshine when I walked out of my office building.,I was happy leaving work on a Friday afternoon and found sunshine when I walked out of my office building.,True,1,nature,enjoy_the_moment,34.0,USA,f,married,n
93146,121339,6135,24h,I learned how to cut hair for the first time. ,I learned how to cut hair for the first time. ,True,1,,achievement,19.0,USA,f,single,n
12247,39996,862,24h,I watched our horses enjoying the spring weather today for the first time this week since it's been too cold and rainy for them to leave the barn the past few days.,I watched our horses enjoying the spring weather today for the first time this week since it's been too cold and rainy for them to leave the barn the past few days.,True,1,,nature,23.0,USA,f,single,n
92645,120833,531,24h,I was able to find my favorite shirt.,I was able to find my favorite shirt.,True,1,,achievement,29.0,USA,m,married,n
13084,40836,1005,24h,I was playing DOTA and got off a really good spell that really helped my team!,I was playing DOTA and got off a really good spell that really helped my team!,True,1,,achievement,27.0,USA,f,single,n
11639,39382,10693,24h,I bought a new computer.,I bought a new computer.,True,1,,achievement,31.0,USA,f,single,y
20741,48527,515,24h,The Detroit Tigers won on opening day. Verlander pitched really well and they got a few home runs.,The Detroit Tigers won on opening day. Verlander pitched really well and they got a few home runs.,True,2,,achievement,34.0,USA,m,married,y
82463,110583,180,24h,I had the day off from work. ,I had the day off from work. ,True,1,,enjoy_the_moment,35.0,USA,m,single,n
91843,120024,87,24h,Today is like Friday for me since I am off tomorrow.,Today is like Friday for me since I am off tomorrow.,True,1,,achievement,36.0,USA,f,single,n
12380,40130,4943,24h,I watched a movie on Netflix that was funny and make me laugh and smile. ,I watched a movie on Netflix that was funny and make me laugh and smile. ,True,1,,leisure,44.0,USA,f,single,y
99556,127777,3204,24h,I ate a good dinner.,I ate a good dinner.,True,1,,enjoy_the_moment,27.0,USA,f,married,y
27968,55795,853,24h,I learned that I was able to make my schedule fit,I learned that I was able to make my schedule fit,True,1,,achievement,26.0,USA,m,single,n
23561,51361,10519,24h,I ate a delicious dessert with lunch.,I ate a delicious dessert with lunch.,True,1,,enjoy_the_moment,28.0,USA,m,married,y
3794,31493,11157,24h,I received good news from my doctor.,I received good news from my doctor.,True,1,,achievement,58.0,USA,f,married,y
24049,51855,2169,24h,I got 40% off of a pizza I ordered for dinner last night.,I got 40% off of a pizza I ordered for dinner last night.,True,1,,enjoy_the_moment,24.0,USA,f,single,n
6067,33787,291,24h,A woman came into our Bible study.  She was from Iran but has become a Christian and abandoned being a Muslim.  It made me happy to hear her testimony.,A woman came into our Bible study.  She was from Iran but has become a Christian and abandoned being a Muslim.  It made me happy to hear her testimony.,True,3,enjoy_the_moment,enjoy_the_moment,70.0,USA,m,married,y
4891,32600,10165,24h,Running errands with and hanging out with my Mom.,Running errands with and hanging out with my Mom.,True,1,,affection,31.0,USA,f,married,y
859,28532,4462,24h,I found fifty dollars on the floor and I was broke and I needed to buy some lunch.,I found fifty dollars on the floor and I was broke and I needed to buy some lunch.,True,1,,achievement,27.0,USA,m,married,y
98692,126909,3165,24h,I washed and dried clothes and got them all put away.  ,I washed and dried clothes and got them all put away.  ,True,1,,achievement,58.0,USA,f,married,y
96927,125134,1991,24h,Getting to play a new board game and winning,Getting to play a new board game and winning,True,1,leisure,leisure,33.0,USA,m,married,y
8221,35952,1432,24h,Talking to my cousin I never get to see.,Talking to my cousin I never get to see.,True,1,,affection,19.0,USA,m,single,n
19591,47373,769,24h,I ate some burritos,I ate some burritos,True,1,,enjoy_the_moment,32.0,USA,f,married,y
1722,29404,8606,24h,When my kids were going to bed they both gave me a kiss and a hug and told me that they loved me.  They are teens now so I hope it will last.,When my kids were going to bed they both gave me a kiss and a hug and told me that they loved me.  They are teens now so I hope it will last.,True,2,affection,affection,35.0,USA,f,married,y
26612,54429,479,24h,I took a nice nap.,I took a nice nap.,True,1,,leisure,27.0,USA,f,single,n
21217,49005,577,24h,I made an amazing cheesecake for the family.,I made an amazing cheesecake for the family.,True,1,,affection,33.0,USA,f,married,n
23499,51299,886,24h,The children in the childcare room that I was supervising actually stayed calm today!,The children in the childcare room that I was supervising actually stayed calm today!,True,1,,affection,29.0,USA,f,single,n
28761,56595,1249,24h,"An event that made me happy in the last twenty four hours was 
Watching my sons soccer game","An event that made me happy in the last twenty four hours was 
Watching my sons soccer game",True,1,,affection,42.0,USA,f,married,y
85088,113224,8883,24h,One of my students got a big scholarship to college.,One of my students got a big scholarship to college.,True,1,,achievement,26.0,USA,f,single,n
88346,116505,10066,24h,i saw an episode of Psych that i had not seen before.,i saw an episode of Psych that i had not seen before.,True,1,,leisure,49.0,USA,m,married,n
6389,34109,1230,24h,I watched The Goonies for the first time in years. Sloth love Chunk! Truffle Shuffle! Being an 80s kid is basically one of the best things in the world.,I watched The Goonies for the first time in years. Sloth love Chunk! Truffle Shuffle! Being an 80s kid is basically one of the best things in the world.,True,4,,affection,32.0,USA,f,single,n
25993,53806,197,24h,Another event that made me happy in the past 24 hours was when a gift arrived for me in the mail that my girlfriend got me. ,Another event that made me happy in the past 24 hours was when a gift arrived for me in the mail that my girlfriend got me. ,True,1,,affection,24.0,USA,m,single,n
25328,53139,1676,24h,I watched the move Wedding Crashers with my girlfriend after the kids went to bed.,I watched the move Wedding Crashers with my girlfriend after the kids went to bed.,True,1,,affection,35.0,USA,m,divorced,y
84824,112957,1933,24h,"I ate two wraps full of my favorite foods, mostly cheese. ","I ate two wraps full of my favorite foods, mostly cheese. ",True,1,,enjoy_the_moment,32.0,USA,f,single,n
90182,118355,10512,24h,I reconnected with an old friend and we've been texting and chatting on Facebook all day.,I reconnected with an old friend and we've been texting and chatting on Facebook all day.,True,1,,bonding,31.0,USA,m,single,n
25575,53387,9746,24h,"I stepped on my scale this morning, to my surprise I've lost 8 pounds!","I stepped on my scale this morning, to my surprise I've lost 8 pounds!",True,1,,achievement,25.0,USA,f,married,y
93148,121341,443,24h,My boyfriend made delicious pork belly for dinner.,My boyfriend made delicious pork belly for dinner.,True,1,,affection,31.0,USA,f,single,n
83454,111581,319,24h,My wife cooked a healthy and delicious meal for dinner.,My wife cooked a healthy and delicious meal for dinner.,True,1,affection,affection,41.0,USA,m,married,y
